question_id,question,paraphrased,score
83,You are a supervisor and notice that two employees are having a disagreement.,You oversee two employees in a disagreement and need to facilitate a resolution.,0.7103475499153137
84,You are shopping and see someone accidentally knock over a display.,A customer accidentally knocks over a display while shopping.,0.7870021033287048
84,You are shopping and see someone accidentally knock over a display.,"Shoppers accidentally bump into a display, causing it to tip over.",0.6605376172065734
84,You are shopping and see someone accidentally knock over a display.,"While shopping, someone unintentionally causes a display to fall.",0.689998881816864
84,You are shopping and see someone accidentally knock over a display.,A shopper accidentally knocks down a display while browsing.,0.7326229977607727
84,You are shopping and see someone accidentally knock over a display.,"In the store, an individual unconsciously causes a display to topple.",0.6401620078086853
85,You are in a public speaking event and notice the presenter is nervous and makes a mistake.,The speaker appears to be uneasy and commits an error.,0.6125952768325805
85,You are in a public speaking event and notice the presenter is nervous and makes a mistake.,It appears that the presenter is anxious and makes a slip-up.,0.6281496453285217
85,You are in a public speaking event and notice the presenter is nervous and makes a mistake.,The presenter's nerves are evident and they commit a mistake.,0.6691804695129394
85,You are in a public speaking event and notice the presenter is nervous and makes a mistake.,The presenter's anxiety is noticeable and they make a misstep.,0.6305627393722534
85,You are in a public speaking event and notice the presenter is nervous and makes a mistake.,The speaker seems to be struggling with their anxiety and makes a mistake.,0.6101761627197265
86,You are in a meeting and a colleague presents an idea that you disagree with.,I present an alternative viewpoint while a colleague presents their idea.,0.6709379124641418
86,You are in a meeting and a colleague presents an idea that you disagree with.,I express my dissenting viewpoint while a colleague shares their proposal.,0.6207322645187378
86,You are in a meeting and a colleague presents an idea that you disagree with.,Your co-worker suggests a concept that you don't concur with.,0.6607592272758483
86,You are in a meeting and a colleague presents an idea that you disagree with.,Your colleague shares a proposal with which you don't align.,0.6960821914672851
86,You are in a meeting and a colleague presents an idea that you disagree with.,You hear a viewpoint from a colleague that you don't endorse.,0.6673110890388488
87,You are in the gym and see someone using a machine incorrectly.,You notice someone abandoning a cart in the middle of the aisle.,0.6540132331848144
87,You are in the gym and see someone using a machine incorrectly.,You witness someone abandoning their cart.,0.6517846155166626
87,You are in the gym and see someone using a machine incorrectly.,You see a cart left in the middle of the aisle.,0.6270651388168335
87,You are in the gym and see someone using a machine incorrectly.,You notice a shopping cart left in the middle of an aisle.,0.6074866819381713
87,You are in the gym and see someone using a machine incorrectly.,Observe someone utilizing a fitness machine incorrectly at the gym.,0.7671096491813659
88,You are at a party and notice someone sitting alone and not engaging with others.,You detect a person who's sitting separate from others and appears unengaged with the social gathering.,0.6403650212287902
88,You are at a party and notice someone sitting alone and not engaging with others.,"At the event, you spot someone sitting alone who doesn't seem to be interacting with the other party-goers.",0.6849860119819641
88,You are at a party and notice someone sitting alone and not engaging with others.,You observe an individual who is seated separately from the rest and appears uninterested in conversing with others.,0.6696410346031189
88,You are at a party and notice someone sitting alone and not engaging with others.,"At the gathering, you see a person who is sitting by themselves and doesn't appear to be taking part in the social activities.",0.6522855925559997
88,You are at a party and notice someone sitting alone and not engaging with others.,You witness a solitary figure who's seated away from the group and doesn't seem to be interacting with others.,0.6592082548141479
89,You are at a social event and overhear someone making an offensive joke.,You're at a gathering when you hear someone making an offensive jest.,0.7810061318533761
89,You are at a social event and overhear someone making an offensive joke.,You overhear a person making a derogatory joke while mingling.,0.7639246749877929
89,You are at a social event and overhear someone making an offensive joke.,You eavesdrop on someone telling a tasteless joke at a social event.,0.7556595969200134
89,You are at a social event and overhear someone making an offensive joke.,You're at an event when you hear someone cracking an offensive joke.,0.8367777245385306
89,You are at a social event and overhear someone making an offensive joke.,You stumble upon someone telling an offensive joke in a social setting.,0.7883812952041626
90,You are at a playground and see a child being excluded from a game.,You witness a child being left out of a game at the playground.,0.8370824027061462
90,You are at a playground and see a child being excluded from a game.,Seeing a child excluded in a playground game is a common sight.,0.6936142015457153
90,You are at a playground and see a child being excluded from a game.,A child's exclusion from a playground game is not uncommon.,0.6587301659584045
90,You are at a playground and see a child being excluded from a game.,You observe a child being rejected while playing a game on the playground.,0.8064274358749389
90,You are at a playground and see a child being excluded from a game.,You notice a child being ostracized during a playground game.,0.7743010687828064
91,You are a parent and your child brings home a bad report card.,My child received a disappointing report card.,0.7154861855506897
91,You are a parent and your child brings home a bad report card.,Your child's grades are subpar.,0.6062311697006225
91,You are a parent and your child brings home a bad report card.,My child received a report card with several failing grades.,0.6648755240440368
91,You are a parent and your child brings home a bad report card.,My child brought home a report card that did not meet my expectations.,0.6609569358825683
91,You are a parent and your child brings home a bad report card.,When your kid returns with low grades on their report card.,0.6612389254570007
92,You are attending a friend's performance and they make a mistake on stage.,Your friend's act has an awkward moment.,0.6166475582122802
92,You are attending a friend's performance and they make a mistake on stage.,Your pal goes wrong on stage.,0.6597637701034545
92,You are attending a friend's performance and they make a mistake on stage.,Your comrade makes a misstep during their show.,0.6469189095497131
92,You are attending a friend's performance and they make a mistake on stage.,Your chum experiences an embarrassing error on stage.,0.6948390173912048
92,You are attending a friend's performance and they make a mistake on stage.,Your confidant blunders on stage.,0.6031813788414001
93,You are attending a housewarming party and notice a guest who seems to be alone and uncomfortable.,"As I entered the housewarming party, I spotted a person standing alone and looking uncomfortable.",0.6670092511177063
93,You are attending a housewarming party and notice a guest who seems to be alone and uncomfortable.,"During the get-together, I spotted an individual who appeared to feel isolated and uneasy.",0.6313578653335571
93,You are attending a housewarming party and notice a guest who seems to be alone and uncomfortable.,"As the event began, I noticed a solitary guest who was visibly uncomfortable.",0.6169903445243835
93,You are attending a housewarming party and notice a guest who seems to be alone and uncomfortable.,"At the housewarming party, I observed someone who appeared to feel isolated and unhappy.",0.7422424721717834
93,You are attending a housewarming party and notice a guest who seems to be alone and uncomfortable.,"As I joined in the gathering, I noticed a guest who appeared to be by themselves and feeling out of place.",0.6150866317749023
94,"You are at a restaurant with a friend who has a severe nut allergy, and they are unsure if a particular dish contains nuts.","Suppose you're dining with a pal who has a severe nut allergy, and they're not sure if a certain dish contains nuts.",0.8662815866570024
94,"You are at a restaurant with a friend who has a severe nut allergy, and they are unsure if a particular dish contains nuts.","If you're out at a restaurant with a companion who has an acute nut allergy, and they're uncertain about a specific dish's nut content.",0.8191420602798462
94,"You are at a restaurant with a friend who has a severe nut allergy, and they are unsure if a particular dish contains nuts.","Imagine a situation where a friend with a severe nut allergy is eating at a restaurant with you, and they're uncertain if a particular dish has nuts.",0.8408559131622314
94,"You are at a restaurant with a friend who has a severe nut allergy, and they are unsure if a particular dish contains nuts.",Envision being at a restaurant with a pal who's severely allergic to nuts and they're unsure about a specific dish's nut content.,0.7595642971992492
94,"You are at a restaurant with a friend who has a severe nut allergy, and they are unsure if a particular dish contains nuts.","Picture a restaurant scenario involving a companion with a severe nut allergy, and they're unsure about a certain dish's nut ingredients.",0.7813024091720581
95,You are a parent who discovered their child has been lying about their whereabouts.,"As a parent, you found out your child has been untruthful about their whereabouts.",0.7784394788742065
95,You are a parent who discovered their child has been lying about their whereabouts.,"Your child has been found to have lied about their whereabouts, being a parent yourself.",0.7310544419288635
95,You are a parent who discovered their child has been lying about their whereabouts.,"Discovering your child has deceived you about their whereabouts, in your capacity as a parent.",0.679305510520935
95,You are a parent who discovered their child has been lying about their whereabouts.,"As a parent, it was revealed that your child has been fabricating their whereabouts.",0.7223535346984863
95,You are a parent who discovered their child has been lying about their whereabouts.,"You, being a parent, learned that your child has been dishonest about their whereabouts.",0.7605916428565979
96,You are at the grocery store and accidentally bump into someone's cart.,You accidentally collide with someone's shopping cart while grocery shopping.,0.793236927986145
96,You are at the grocery store and accidentally bump into someone's cart.,You bump into someone's cart while shopping for groceries.,0.7884464430809021
96,You are at the grocery store and accidentally bump into someone's cart.,An accidental collision with a shopping cart occurs while you are at the store.,0.7454481887817382
96,You are at the grocery store and accidentally bump into someone's cart.,"Shopping for groceries, you inadvertently crash into someone's cart.",0.7912438678741455
96,You are at the grocery store and accidentally bump into someone's cart.,You accidentally run into someone's cart while shopping at the grocery store.,0.8790970015525817
97,You are a landlord and one of your tenants is struggling to pay rent due to losing their job.,"As a landlord, one of your tenants is having difficulty making rent payments due to unemployment.",0.8030516672134399
97,You are a landlord and one of your tenants is struggling to pay rent due to losing their job.,"Your tenant, a rent-paying individual, is struggling to make their monthly payments as a result of losing their job.",0.7658867406845092
97,You are a landlord and one of your tenants is struggling to pay rent due to losing their job.,One of your renting tenants is having difficulties fulfilling their rental obligations as they have become unemployed and cannot afford the rent.,0.7238814401626587
97,You are a landlord and one of your tenants is struggling to pay rent due to losing their job.,"Your renter, who is currently experiencing financial difficulties, cannot meet their rent obligations due to being out of work.",0.6798015403747558
97,You are a landlord and one of your tenants is struggling to pay rent due to losing their job.,"Your tenant, who has lost their job, is facing challenges in paying rent.",0.7458903360366821
98,You are in a long checkout line at the store when someone with fewer items asks if they can go ahead of you as they are in a rush.,"A shopper with fewer items approaches you in the checkout line and asks if they can go ahead of you, as they are in a hurry.",0.8474711942672729
98,You are in a long checkout line at the store when someone with fewer items asks if they can go ahead of you as they are in a rush.,"You have reached the checkout line, and a person with fewer items requests to go ahead of you, as they are in a time-critical situation.",0.7698112893104553
98,You are in a long checkout line at the store when someone with fewer items asks if they can go ahead of you as they are in a rush.,"A person with a smaller cart approaches you in the checkout line and asks if they can proceed before you, as they are in a hurry.",0.7722050714492797
98,You are in a long checkout line at the store when someone with fewer items asks if they can go ahead of you as they are in a rush.,"As you wait in the checkout line, a shopper with fewer items asks if they can move ahead of you, as they are in a rush.",0.8533934179767148
98,You are in a long checkout line at the store when someone with fewer items asks if they can go ahead of you as they are in a rush.,"You are waiting in the checkout line at the store when another customer with fewer items approaches you and asks if they may proceed ahead of you, as they are in a hurry.",0.866352491819558
99,You are a pet owner and your neighbor complains about your dog barking loudly.,Your next-door neighbor is dissatisfied with the excessive barking of your dog.,0.7185014653205871
99,You are a pet owner and your neighbor complains about your dog barking loudly.,Your neighbor has expressed discontent over the loud noise your canine generates.,0.6861260104179382
99,You are a pet owner and your neighbor complains about your dog barking loudly.,Your neighbor is annoyed with your pet's constant noise.,0.7144975233078003
99,You are a pet owner and your neighbor complains about your dog barking loudly.,Your neighbor has filed a complaint about your dog's excessive barking.,0.7016112971305847
99,You are a pet owner and your neighbor complains about your dog barking loudly.,Your neighbor is not pleased with the loud barking of your furry companion.,0.6824084091186523
